Date,Album,AlbumURL,AlbumImageURL,Artist,ArtistURL
1950-06-10,South Pacific,/wiki/South_Pacific_(musical),http://upload.wikimedia.org/wikipedia/en/6/6b/Musical1949-SouthPacific-OriginalPoster.jpg,Original Cast,
1950-06-17,South Pacific,/wiki/South_Pacific_(musical),http://upload.wikimedia.org/wikipedia/en/6/6b/Musical1949-SouthPacific-OriginalPoster.jpg,Original Cast,
1950-06-24,South Pacific,/wiki/South_Pacific_(musical),http://upload.wikimedia.org/wikipedia/en/6/6b/Musical1949-SouthPacific-OriginalPoster.jpg,Original Cast,
1950-07-01,South Pacific,/wiki/South_Pacific_(musical),http://upload.wikimedia.org/wikipedia/en/6/6b/Musical1949-SouthPacific-OriginalPoster.jpg,Original Cast,
1950-07-08,South Pacific,/wiki/South_Pacific_(musical),http://upload.wikimedia.org/wikipedia/en/6/6b/Musical1949-SouthPacific-OriginalPoster.jpg,Original Cast,
1950-07-15,Young Man With A Horn,,http://upload.wikimedia.org/wikipedia/en/6/6b/Musical1949-SouthPacific-OriginalPoster.jpg,Doris Day & Harry James,
1950-07-22,South Pacific,/wiki/South_Pacific_(musical),http://upload.wikimedia.org/wikipedia/en/6/6b/Musical1949-SouthPacific-OriginalPoster.jpg,Original Cast,
1950-07-29,Young Man With A Horn,,http://upload.wikimedia.org/wikipedia/en/6/6b/Musical1949-SouthPacific-OriginalPoster.jpg,Doris Day & Harry James,
1950-08-05,Young Man With A Horn,,http://upload.wikimedia.org/wikipedia/commons/2/28/Joan_Baez_Bob_Dylan_crop.jpg,Doris Day & Harry James,
1950-08-12,South Pacific,/wiki/South_Pacific_(musical),http://upload.wikimedia.org/wikipedia/commons/2/28/Joan_Baez_Bob_Dylan_crop.jpg,Original Cast,
1950-08-19,South Pacific,/wiki/South_Pacific_(musical),http://upload.wikimedia.org/wikipedia/en/6/6b/Musical1949-SouthPacific-OriginalPoster.jpg,Original Cast,
1950-08-26,Young Man With A Horn,,http://upload.wikimedia.org/wikipedia/en/6/6b/Musical1949-SouthPacific-OriginalPoster.jpg,Doris Day & Harry James,
1950-09-02,Young Man With A Horn,,http://upload.wikimedia.org/wikipedia/commons/2/28/Joan_Baez_Bob_Dylan_crop.jpg,Doris Day & Harry James,
1950-09-09,Young Man With A Horn,,http://upload.wikimedia.org/wikipedia/commons/2/28/Joan_Baez_Bob_Dylan_crop.jpg,Doris Day & Harry James,
1950-09-16,Young Man With A Horn,,http://upload.wikimedia.org/wikipedia/commons/2/28/Joan_Baez_Bob_Dylan_crop.jpg,Doris Day & Harry James,
1950-09-23,Young Man With A Horn,,http://upload.wikimedia.org/wikipedia/commons/2/28/Joan_Baez_Bob_Dylan_crop.jpg,Doris Day & Harry James,
